'Elapsed time','ECG I'
2.502,0.31500000
2.504,0.22500000
2.506,0.17500000
2.508,0.08500000
2.510,-0.03500000
2.512,0.04500000
2.514,0.12000000
2.516,0.22000000
2.518,0.17500000
2.520,0.15500000
2.522,0.46500000
2.524,0.30500000
2.526,0.09500000
2.528,-0.05000000
2.530,0.06000000
2.532,0.11000000
2.534,0.06500000
2.536,0.37000000
2.538,0.32000000
2.540,0.37000000
2.542,0.36000000
2.544,0.30500000
2.546,0.11500000
2.548,0.03000000
2.550,-0.04000000
2.552,-0.14000000
2.554,-0.04500000
2.556,0.33000000
2.558,0.37500000
2.560,0.36500000
2.562,0.46000000
2.564,0.19500000
2.566,0.05000000
2.568,-0.02000000
2.570,-0.25500000
2.572,-0.11000000
2.574,0.27000000
2.576,0.34500000
2.578,0.38000000
2.580,0.29000000
2.582,0.31000000
2.584,0.26500000
2.586,0.12500000
2.588,0.03000000
2.590,-0.03500000
2.592,0.03500000
2.594,0.13500000
2.596,0.20500000
2.598,0.28000000
2.600,0.29500000
2.602,0.23000000
2.604,0.30500000
2.606,0.18500000
2.608,0.05500000
2.610,-0.09000000
2.612,-0.09000000
2.614,-0.05000000
2.616,0.29000000
2.618,0.23000000
2.620,0.25000000
2.622,0.34500000
2.624,0.35500000
2.626,0.17500000
2.628,0.09000000
2.630,-0.04000000
2.632,-0.03000000
2.634,0.03000000
2.636,0.22000000
2.638,0.27500000
2.640,0.45000000
2.642,0.37000000
2.644,0.09000000
2.646,0.06000000
2.648,0.03500000
2.650,-0.10000000
2.652,-0.04000000
2.654,0.10000000
2.656,0.22500000
2.658,0.43500000
2.660,0.37000000
2.662,0.28500000
2.664,0.13500000
2.666,0.12500000
2.668,-0.11000000
2.670,-0.15000000
2.672,0.05000000
2.674,0.18500000
2.676,0.12500000
2.678,0.21000000
2.680,0.45500000
2.682,0.28500000
2.684,0.19500000
2.686,0.07000000
2.688,-0.05500000
2.690,0.03500000
2.692,-0.00500000
2.694,0.18500000
2.696,0.31000000
2.698,0.24000000
2.700,0.35000000
2.702,0.23500000
2.704,0.15500000
2.706,0.07000000
2.708,-0.04000000
2.710,0.06500000
2.712,0.10000000
2.714,0.11500000
2.716,0.19000000
2.718,0.42000000
2.720,0.30500000
2.722,0.25000000
2.724,0.19500000
2.726,0.16500000
2.728,0.04500000
2.730,-0.02000000
2.732,0.10500000
2.734,0.09000000
2.736,0.18000000
2.738,0.36000000
2.740,0.30000000
2.742,0.38500000
2.744,0.21500000
2.746,0.11000000
2.748,0.15000000
2.750,0.07500000
2.752,0.06000000
2.754,0.25000000
2.756,0.31000000
2.758,0.39500000
2.760,0.41500000
2.762,0.19000000
2.764,0.15500000
2.766,0.01000000
2.768,0.12000000
2.770,0.10000000
2.772,0.17000000
2.774,0.30500000
2.776,0.26500000
2.778,0.42000000
2.780,0.37500000
2.782,0.21000000
2.784,-0.01000000
2.786,0.08500000
2.788,-0.03500000
2.790,-0.00500000
2.792,0.02500000
2.794,0.17500000
2.796,0.37000000
2.798,0.21000000
2.800,0.34500000
2.802,0.18500000
2.804,0.15000000
2.806,0.09000000
2.808,-0.12500000
2.810,-0.01500000
2.812,0.18000000
2.814,0.22500000
2.816,0.28500000
2.818,0.34500000
2.820,0.30500000
2.822,0.13500000
2.824,0.10500000
2.826,0.00000000
2.828,-0.10500000
2.830,-0.10000000
2.832,0.09000000
2.834,0.24000000
2.836,0.40000000
2.838,0.29000000
2.840,0.33500000
2.842,0.15500000
2.844,0.14000000
2.846,-0.00500000
2.848,-0.01500000
2.850,-0.11500000
2.852,0.10500000
2.854,0.20000000
2.856,0.17000000
2.858,0.31500000
2.860,0.22500000
2.862,0.20500000
2.864,0.18000000
2.866,0.01500000
2.868,-0.06500000
2.870,-0.07500000
2.872,0.11000000
2.874,0.11000000
2.876,0.17000000
2.878,0.37500000
2.880,0.33000000
2.882,0.19000000
2.884,0.13000000
2.886,-0.15000000
2.888,-0.09500000
2.890,-0.06000000
2.892,0.17000000
2.894,0.21000000
2.896,0.37000000
2.898,0.47500000
2.900,0.46000000
2.902,0.53500000
2.904,0.63500000
2.906,0.59000000
2.908,0.39000000
2.910,0.53500000
2.912,0.77000000
2.914,0.95500000
2.916,1.01000000
2.918,0.93500000
2.920,0.96500000
2.922,0.79000000
2.924,0.55000000
2.926,0.44000000
2.928,0.25500000
2.930,0.22000000
2.932,0.18000000
2.934,0.19000000
2.936,0.21500000
2.938,0.25500000
2.940,0.24000000
2.942,0.07000000
2.944,-0.14000000
2.946,-0.11000000
2.948,-0.09000000
2.950,0.13000000
2.952,0.16500000
2.954,0.19500000
2.956,0.32500000
2.958,0.42000000
2.960,0.31000000
2.962,0.28500000
2.964,0.13000000
2.966,0.03000000
2.968,-0.01500000
2.970,0.03000000
2.972,0.12500000
2.974,0.15000000
2.976,0.09500000
2.978,0.37000000
2.980,0.46000000
2.982,0.23500000
2.984,0.09500000
2.986,-0.01000000
2.988,-0.02000000
2.990,0.10000000
2.992,0.12500000
2.994,0.22500000
2.996,0.30500000
2.998,0.33500000
3.000,0.15500000
3.002,0.16000000
3.004,0.07500000
3.006,0.16000000
3.008,0.02000000
3.010,0.08500000
3.012,0.09500000
3.014,0.19500000
3.016,0.38000000
3.018,0.40000000
3.020,0.35000000
3.022,0.22000000
3.024,0.12000000
3.026,0.07000000
3.028,-0.05000000
3.030,0.11500000
3.032,0.23000000
3.034,0.22000000
3.036,0.29500000
3.038,0.36500000
3.040,0.32000000
3.042,0.22500000
3.044,0.14000000
3.046,0.07500000
3.048,-0.01500000
3.050,0.11000000
3.052,0.15500000
3.054,0.28500000
3.056,0.31000000
3.058,0.38500000
3.060,0.36500000
3.062,0.19500000
3.064,0.01000000
3.066,0.10500000
3.068,0.10500000
3.070,0.12500000
3.072,0.16500000
3.074,0.35000000
3.076,0.42500000
3.078,0.49000000
3.080,0.42000000
3.082,0.23000000
3.084,0.09000000
3.086,0.02500000
3.088,-0.03500000
3.090,0.11500000
3.092,0.39000000
3.094,0.39000000
3.096,0.38500000
3.098,0.64500000
3.100,0.31500000
3.102,0.30000000
3.104,0.19000000
3.106,0.23500000
3.108,0.20500000
3.110,0.20000000
3.112,0.36000000
3.114,0.43000000
3.116,0.47500000
3.118,0.54000000
3.120,0.45000000
3.122,0.19000000
3.124,0.10500000
3.126,0.20000000
3.128,0.18000000
3.130,0.35500000
3.132,0.47000000
3.134,0.50500000
3.136,0.52000000
3.138,0.57500000
3.140,0.27500000
3.142,0.31000000
3.144,0.29500000
3.146,0.21500000
3.148,0.23000000
3.150,0.34500000
3.152,0.50500000
3.154,0.51000000
3.156,0.51000000
3.158,0.54500000
3.160,0.42500000
3.162,0.34500000
3.164,0.20000000
3.166,0.07000000
3.168,0.11000000
3.170,0.24500000
3.172,0.31500000
3.174,0.44500000
3.176,0.63500000
3.178,0.41500000
3.180,0.31000000
3.182,0.22000000
3.184,0.11000000
3.186,0.03000000
3.188,0.04000000
3.190,0.12000000
3.192,0.29000000
3.194,0.27500000
3.196,0.40500000
3.198,0.53500000
3.200,0.37000000
3.202,0.10500000
3.204,0.11500000
3.206,0.05500000
3.208,0.06000000
3.210,0.13000000
3.212,0.24500000
3.214,0.29500000
3.216,0.27500000
3.218,0.37500000
3.220,0.25000000
3.222,0.14000000
3.224,0.02500000
3.226,-0.03500000
3.228,0.04000000
3.230,0.07500000
3.232,0.15000000
3.234,0.16500000
3.236,0.45000000
3.238,0.49000000
3.240,0.23000000
3.242,0.01500000
3.244,-0.10500000
3.246,-0.07000000
3.248,0.07000000
3.250,0.12000000
3.252,0.21000000
3.254,0.21000000
3.256,0.29500000
3.258,0.30000000
3.260,0.25500000
3.262,0.10000000
3.264,-0.15500000
3.266,0.06500000
3.268,0.15500000
3.270,0.14000000
3.272,0.33000000
3.274,0.29000000
3.276,0.33000000
3.278,0.28500000
3.280,0.29000000
3.282,0.14500000
3.284,0.04000000
3.286,-0.16000000
3.288,0.00500000
3.290,0.07500000
3.292,0.12000000
3.294,0.05000000
3.296,0.35500000
3.298,0.37500000
3.300,0.19500000
3.302,0.10500000
3.304,0.07000000
3.306,0.02500000
3.308,0.03500000
3.310,0.11500000
3.312,0.21000000
3.314,0.34000000
3.316,0.36500000
3.318,0.21000000
3.320,0.17500000
3.322,0.08500000
3.324,0.00500000
3.326,0.09000000
3.328,0.10000000
3.330,0.19500000
3.332,0.27500000
3.334,0.37000000
3.336,0.42500000
3.338,0.30000000
3.340,0.21000000
3.342,0.02000000
3.344,0.15000000
3.346,-0.10000000
3.348,-0.06000000
3.350,0.12500000
3.352,0.25000000
3.354,0.30500000
3.356,0.33000000
3.358,0.25500000
3.360,0.14000000
3.362,-0.00500000
3.364,-0.03500000
3.366,-0.03000000
3.368,0.15500000
3.370,0.30000000
3.372,0.30500000
3.374,0.19500000
3.376,0.40500000
3.378,0.27000000
3.380,0.20000000
3.382,0.06500000
3.384,0.03000000
3.386,-0.10000000
3.388,0.11000000
3.390,0.30000000
3.392,0.23500000
3.394,0.38000000
3.396,0.35000000
3.398,0.23000000
3.400,0.17500000
3.402,0.06000000
3.404,0.09000000
3.406,-0.04000000
3.408,0.09500000
3.410,0.16500000
3.412,0.23500000
3.414,0.34000000
3.416,0.25000000
3.418,0.22000000
3.420,0.07500000
3.422,-0.04000000
3.424,-0.02000000
3.426,0.07000000
3.428,0.09500000
3.430,0.13000000
3.432,0.25000000
3.434,0.33500000
3.436,0.47500000
3.438,0.15000000
3.440,0.18500000
3.442,-0.00500000
3.444,-0.05000000
3.446,-0.09500000
3.448,0.06000000
3.450,0.29000000
3.452,0.27500000
3.454,0.38000000
3.456,0.41500000
3.458,0.25000000
3.460,0.11500000
3.462,0.01500000
3.464,-0.11000000
3.466,-0.08000000
3.468,0.08500000
3.470,0.14000000
3.472,0.21000000
3.474,0.30000000
3.476,0.43000000
3.478,0.33500000
3.480,0.02000000
3.482,0.04000000
3.484,-0.02500000
3.486,0.01500000
3.488,0.02000000
3.490,0.18500000
3.492,0.28500000
3.494,0.24500000
3.496,0.35500000
3.498,0.25500000
3.500,0.09500000
3.502,-0.01000000
3.504,-0.18000000
3.506,-0.15000000
3.508,0.11000000
3.510,0.28500000
3.512,0.29500000
3.514,0.40500000
3.516,0.31000000
3.518,0.19500000
3.520,0.17000000
3.522,-0.07500000
3.524,-0.05000000
3.526,-0.06000000
3.528,0.06000000
3.530,0.18000000
3.532,0.21000000
3.534,0.43000000
3.536,0.29000000
3.538,0.12000000
3.540,0.04500000
3.542,0.02500000
3.544,-0.01000000
3.546,0.15000000
3.548,0.19000000
3.550,0.13500000
3.552,0.28000000
3.554,0.34500000
3.556,0.16500000
3.558,0.10500000
3.560,0.14500000
3.562,0.05000000
3.564,-0.02500000
3.566,-0.08500000
3.568,0.01500000
3.570,0.21500000
3.572,0.34000000
3.574,0.37500000
3.576,0.16500000
3.578,0.17500000
3.580,0.09500000
3.582,0.04000000
3.584,-0.08000000
3.586,0.05500000
3.588,0.13500000
3.590,0.18500000
3.592,0.34000000
3.594,0.38500000
3.596,0.25500000
3.598,0.15000000
3.600,0.05000000
3.602,-0.01500000
3.604,-0.09000000
3.606,0.09500000
3.608,0.27500000
3.610,0.33500000
3.612,0.30000000
3.614,0.36000000
3.616,0.21500000
3.618,0.23000000
3.620,0.11500000
3.622,0.10500000
3.624,-0.10000000
3.626,0.02000000
3.628,0.14500000
3.630,0.28000000
3.632,0.33500000
3.634,0.44500000
3.636,0.44000000
3.638,0.29500000
3.640,0.09000000
3.642,0.02500000
3.644,-0.02500000
3.646,0.20000000
3.648,0.16000000
3.650,0.12000000
3.652,0.25000000
3.654,0.40500000
3.656,0.31500000
3.658,0.09000000
3.660,-0.01500000
3.662,-0.07000000
3.664,-0.02000000
3.666,0.04000000
3.668,0.10500000
3.670,0.13000000
3.672,0.18500000
3.674,0.35000000
3.676,0.33000000
3.678,0.08000000
3.680,0.05000000
3.682,0.04500000
3.684,-0.08000000
3.686,0.02000000
3.688,0.11500000
3.690,0.29500000
3.692,0.36500000
3.694,0.32500000
3.696,0.27000000
3.698,0.03000000
3.700,-0.05000000
3.702,-0.03500000
3.704,-0.10000000
3.706,-0.02000000
3.708,0.12500000
3.710,0.16500000
3.712,0.28500000
3.714,0.30000000
3.716,0.26000000
3.718,0.10500000
3.720,0.00500000
3.722,-0.06000000
3.724,-0.04500000
3.726,0.08500000
3.728,0.06500000
3.730,0.15000000
3.732,0.29500000
3.734,0.32500000
3.736,0.19000000
3.738,-0.06000000
3.740,0.03000000
3.742,0.01000000
3.744,-0.02000000
3.746,-0.01000000
3.748,0.08500000
3.750,0.25000000
3.752,0.28500000
3.754,0.31500000
3.756,0.16500000
3.758,-0.01000000
3.760,-0.14000000
3.762,0.00000000
3.764,0.10500000
3.766,0.19000000
3.768,0.27500000
3.770,0.36000000
3.772,0.53500000
3.774,0.61000000
3.776,0.49500000
3.778,0.43000000
3.780,0.59500000
3.782,0.70500000
3.784,0.56000000
3.786,0.77000000
3.788,0.94500000
3.790,0.88500000
3.792,0.89500000
3.794,0.81000000
3.796,0.76000000
3.798,0.53000000
3.800,0.18500000
3.802,0.06500000
3.804,-0.08000000
3.806,-0.11000000
3.808,0.03500000
3.810,0.10000000
3.812,0.30000000
3.814,0.29000000
3.816,0.24000000
3.818,0.07000000
3.820,-0.07500000
3.822,-0.09500000
3.824,0.09000000
3.826,0.16000000
3.828,0.16500000
3.830,0.14500000
3.832,0.24000000
3.834,0.22000000
3.836,0.18500000
3.838,0.08500000
3.840,0.14500000
3.842,-0.00500000
3.844,0.10500000
3.846,0.09500000
3.848,0.14000000
3.850,0.12000000
3.852,0.20500000
3.854,0.40500000
3.856,0.30000000
3.858,0.16000000
3.860,0.03500000
3.862,0.01000000
3.864,0.06000000
3.866,0.04000000
3.868,-0.16500000
3.870,0.29500000
3.872,0.53000000
3.874,0.36500000
3.876,0.15500000
3.878,0.12000000
3.880,0.05500000
3.882,-0.02500000
3.884,0.03500000
3.886,0.15000000
3.888,0.20500000
3.890,0.28000000
3.892,0.34500000
3.894,0.28000000
3.896,0.14000000
3.898,-0.01500000
3.900,-0.02000000
3.902,-0.03000000
3.904,0.13000000
3.906,0.22500000
3.908,0.24500000
3.910,0.23000000
3.912,0.34000000
3.914,0.28000000
3.916,0.21500000
3.918,0.18000000
3.920,0.08000000
3.922,0.05500000
3.924,0.14500000
3.926,0.12500000
3.928,0.19000000
3.930,0.29500000
3.932,0.42500000
3.934,0.33000000
3.936,0.28000000
3.938,0.02500000
3.940,0.00500000
3.942,0.11000000
3.944,0.19500000
3.946,0.28500000
3.948,0.31500000
3.950,0.40500000
3.952,0.29000000
3.954,0.19000000
3.956,0.22500000
3.958,0.24500000
3.960,-0.00500000
3.962,0.03000000
3.964,0.21500000
3.966,0.29500000
3.968,0.36000000
3.970,0.34000000
3.972,0.38000000
3.974,0.40500000
3.976,0.31500000
3.978,0.16500000
3.980,0.18500000
3.982,0.22000000
3.984,0.26500000
3.986,0.34000000
3.988,0.37000000
3.990,0.46000000
3.992,0.44000000
3.994,0.56000000
3.996,0.36000000
3.998,0.20500000
4.000,0.14000000
4.002,0.13000000
4.004,0.22000000
4.006,0.38000000
4.008,0.49500000
4.010,0.49000000
4.012,0.55500000
4.014,0.42500000
4.016,0.36500000
4.018,0.38000000
4.020,0.26500000
4.022,0.20000000
4.024,0.26500000
4.026,0.49000000
4.028,0.41000000
4.030,0.49500000
4.032,0.42000000
4.034,0.33000000
4.036,0.32000000
4.038,0.23000000
4.040,0.03500000
4.042,0.10500000
4.044,0.33000000
4.046,0.23000000
4.048,0.26000000
4.050,0.44500000
4.052,0.62500000
4.054,0.51500000
4.056,0.25000000
4.058,0.31500000
4.060,0.13000000
4.062,0.00500000
4.064,0.08000000
4.066,0.17000000
4.068,0.24000000
4.070,0.32500000
4.072,0.41000000
4.074,0.30000000
4.076,0.18000000
4.078,0.13000000
4.080,0.05500000
4.082,-0.03500000
4.084,0.08000000
4.086,0.12000000
4.088,0.38500000
4.090,0.45500000
4.092,0.27000000
4.094,0.20500000
4.096,0.05500000
4.098,0.06500000
4.100,-0.09000000
4.102,-0.07000000
4.104,0.11000000
4.106,0.27500000
4.108,0.21500000
4.110,0.31000000
4.112,0.23000000
4.114,0.09000000
4.116,-0.06500000
4.118,-0.04000000
4.120,0.09500000
4.122,0.02500000
4.124,0.17500000
4.126,0.23500000
4.128,0.32500000
4.130,0.35000000
4.132,0.27500000
4.134,0.13500000
4.136,0.03500000
4.138,0.02000000
4.140,-0.06000000
4.142,-0.12500000
4.144,0.10000000
4.146,0.18500000
4.148,0.29500000
4.150,0.36500000
4.152,0.39000000
4.154,0.18500000
4.156,0.06500000
4.158,0.00000000
4.160,-0.01500000
4.162,0.00000000
4.164,-0.00500000
4.166,0.22500000
4.168,0.38000000
4.170,0.36500000
4.172,0.14500000
4.174,0.14500000
4.176,0.03000000
4.178,0.05000000
4.180,-0.01000000
4.182,0.19500000
4.184,0.20000000
4.186,0.09500000
4.188,0.21000000
4.190,0.37000000
4.192,0.26000000
4.194,0.22500000
4.196,0.05500000
4.198,-0.03500000
4.200,-0.07000000
4.202,-0.06000000
4.204,0.08500000
4.206,0.36500000
4.208,0.32500000
4.210,0.39500000
4.212,0.18000000
4.214,0.20000000
4.216,0.01000000
4.218,0.08500000
4.220,0.04500000
4.222,-0.05500000
4.224,-0.03500000
4.226,0.19500000
4.228,0.58000000
4.230,0.43000000
4.232,0.29000000
4.234,0.21500000
4.236,0.12000000
4.238,0.08500000
4.240,-0.06000000
4.242,0.06500000
4.244,0.20000000
4.246,0.23500000
4.248,0.28000000
4.250,0.28000000
4.252,0.14500000
4.254,0.10500000
4.256,0.04500000
4.258,-0.01000000
4.260,0.01000000
4.262,0.08500000
4.264,0.23500000
4.266,0.27500000
4.268,0.33000000
4.270,0.31000000
4.272,0.23500000
4.274,0.12000000
4.276,0.13000000
4.278,-0.03500000
4.280,-0.04500000
4.282,0.11000000
4.284,0.13000000
4.286,0.20500000
4.288,0.39500000
4.290,0.43000000
4.292,0.28500000
4.294,0.08000000
4.296,0.09000000
4.298,0.02500000
4.300,-0.06500000
4.302,0.07500000
4.304,0.09500000
4.306,0.12500000
4.308,0.32000000
4.310,0.38000000
4.312,0.26500000
4.314,0.12000000
4.316,-0.13000000
4.318,-0.12500000
4.320,-0.01500000
4.322,0.10500000
4.324,0.14500000
4.326,0.23000000
4.328,0.31500000
4.330,0.26500000
4.332,0.29000000
4.334,0.12000000
4.336,0.11500000
4.338,0.06000000
4.340,-0.08500000
4.342,0.07500000
4.344,0.12500000
4.346,0.32500000
4.348,0.35000000
4.350,0.34500000
4.352,0.29500000
4.354,0.12000000
4.356,0.05000000
4.358,-0.04000000
4.360,-0.18000000
4.362,-0.03000000
4.364,0.07000000
4.366,0.29500000
4.368,0.41500000
4.370,0.36500000
4.372,0.20500000
4.374,0.09000000
4.376,0.01000000
4.378,-0.21500000
4.380,-0.24000000
4.382,0.02500000
4.384,0.19500000
4.386,0.33000000
4.388,0.35000000
4.390,0.41500000
4.392,0.25500000
4.394,0.11000000
4.396,-0.08000000
4.398,-0.02500000
4.400,0.05000000
4.402,-0.04500000
4.404,0.13000000
4.406,0.31000000
4.408,0.27000000
4.410,0.29500000
4.412,0.23500000
4.414,0.06000000
4.416,-0.00500000
4.418,-0.02500000
4.420,0.05000000
4.422,0.11000000
4.424,0.12000000
4.426,0.33000000
4.428,0.45500000
4.430,0.36500000
4.432,0.19500000
4.434,0.08000000
4.436,-0.03500000
4.438,-0.23000000
4.440,-0.16500000
4.442,0.16500000
4.444,0.18000000
4.446,0.29000000
4.448,0.40500000
4.450,0.17500000
4.452,0.19000000
4.454,0.12000000
4.456,0.01000000
4.458,-0.12500000
4.460,-0.17500000
4.462,0.08000000
4.464,0.23500000
4.466,0.28500000
4.468,0.41000000
4.470,0.37500000
4.472,0.21500000
4.474,0.17000000
4.476,0.05500000
4.478,-0.15500000
4.480,0.09500000
4.482,0.09500000
4.484,0.20500000
4.486,0.24000000
4.488,0.34000000
4.490,0.36000000
4.492,0.17500000
4.494,0.19000000
4.496,0.11500000
4.498,-0.02500000
4.500,0.06000000
4.502,0.07500000
4.504,0.26000000
4.506,0.21000000
4.508,0.25000000
4.510,0.26000000
4.512,0.21000000
4.514,0.14000000
4.516,0.06500000
4.518,0.04000000
4.520,0.14000000
4.522,0.22000000
4.524,0.26000000
4.526,0.25500000
4.528,0.38000000
4.530,0.36000000
4.532,0.21500000
4.534,-0.00500000
4.536,0.16000000
4.538,0.03500000
4.540,-0.02000000
4.542,0.10000000
4.544,0.20000000
4.546,0.33500000
4.548,0.52000000
4.550,0.34500000
4.552,0.19000000
4.554,0.00000000
4.556,-0.03500000
4.558,-0.02000000
4.560,-0.03000000
4.562,0.04500000
4.564,0.17000000
4.566,0.27500000
4.568,0.29500000
4.570,0.10500000
4.572,0.08000000
4.574,0.11000000
4.576,-0.06500000
4.578,-0.12500000
4.580,0.04500000
4.582,0.08000000
4.584,0.31500000
4.586,0.29500000
4.588,0.28000000
4.590,0.24000000
4.592,0.20500000
4.594,-0.13500000
4.596,-0.09000000
4.598,0.00000000
4.600,0.00500000
4.602,0.28000000
4.604,0.41000000
4.606,0.26000000
4.608,0.25500000
4.610,0.16000000
4.612,0.07000000
4.614,-0.02000000
4.616,-0.11000000
4.618,-0.12500000
4.620,0.20000000
4.622,0.13500000
4.624,0.22500000
4.626,0.36000000
4.628,0.24500000
4.630,0.16000000
4.632,0.12500000
4.634,-0.07000000
4.636,-0.02500000
4.638,-0.09500000
4.640,-0.06500000
4.642,0.06000000
4.644,0.21000000
4.646,0.22000000
4.648,0.28500000
4.650,0.13500000
4.652,-0.01000000
4.654,0.01000000
4.656,0.01500000
4.658,0.11000000
4.660,0.17000000
4.662,0.38000000
4.664,0.48500000
4.666,0.71500000
4.668,0.94000000
4.670,0.92500000
4.672,0.85000000
4.674,0.78500000
4.676,0.66000000
4.678,0.65500000
4.680,0.67500000
4.682,0.76000000
4.684,0.84500000
4.686,0.70000000
4.688,0.70000000
4.690,0.44500000
4.692,0.18000000
4.694,0.00500000
4.696,-0.23000000
4.698,-0.27000000
4.700,-0.11500000
4.702,0.04500000
4.704,0.20000000
4.706,0.26000000
4.708,0.25000000
4.710,0.18000000
4.712,0.07000000
4.714,0.03000000
4.716,-0.01500000
4.718,-0.14500000
4.720,0.08500000
4.722,0.16500000
4.724,0.20000000
4.726,0.37000000
4.728,0.35500000
4.730,0.14500000
4.732,0.10500000
4.734,-0.00500000
4.736,-0.04500000
4.738,0.01500000
4.740,0.14000000
4.742,0.05500000
4.744,0.27500000
4.746,0.32500000
4.748,0.36500000
4.750,0.21000000
4.752,0.15000000
4.754,0.02500000
4.756,-0.05000000
4.758,0.04500000
4.760,0.12500000
4.762,0.29000000
4.764,0.25500000
4.766,0.35000000
4.768,0.27500000
4.770,0.13500000
4.772,-0.13000000
4.774,-0.12500000
4.776,0.07000000
4.778,0.08000000
4.780,0.26500000
4.782,0.30500000
4.784,0.24500000
4.786,0.41000000
4.788,0.29500000
4.790,0.19000000
4.792,0.13500000
4.794,-0.01000000
4.796,0.11500000
4.798,0.11500000
4.800,0.09500000
4.802,0.19500000
4.804,0.33000000
4.806,0.30000000
4.808,0.30000000
4.810,0.23000000
4.812,0.09500000
4.814,0.06500000
4.816,-0.02500000
4.818,0.02000000
4.820,0.11500000
4.822,0.36500000
4.824,0.34500000
4.826,0.40500000
4.828,0.29500000
4.830,0.29500000
4.832,0.07500000
4.834,-0.02000000
4.836,-0.03500000
4.838,0.17000000
4.840,0.23500000
4.842,0.24000000
4.844,0.42500000
4.846,0.53500000
4.848,0.21000000
4.850,0.13500000
4.852,0.17000000
4.854,0.23000000
4.856,0.07000000
4.858,0.19500000
4.860,0.22500000
4.862,0.37000000
4.864,0.47500000
4.866,0.46500000
4.868,0.42000000
4.870,0.48500000
4.872,0.14500000
4.874,0.04000000
4.876,0.05500000
4.878,0.26500000
4.880,0.29500000
4.882,0.47000000
4.884,0.62500000
4.886,0.59500000
4.888,0.44500000
4.890,0.35000000
4.892,0.20500000
4.894,0.17500000
4.896,0.05500000
4.898,0.33500000
4.900,0.40000000
4.902,0.40500000
4.904,0.49000000
4.906,0.51000000
4.908,0.49500000
4.910,0.36500000
4.912,0.15500000
4.914,0.22000000
4.916,0.09000000
4.918,0.16500000
4.920,0.36500000
4.922,0.54500000
4.924,0.62000000
4.926,0.59000000
4.928,0.45500000
4.930,0.24500000
4.932,0.05500000
4.934,0.07500000
4.936,0.14500000
4.938,0.09500000
4.940,0.31500000
4.942,0.47000000
4.944,0.41500000
4.946,0.40500000
4.948,0.30500000
4.950,0.23000000
4.952,0.23000000
4.954,0.16500000
4.956,0.02500000
4.958,0.13500000
4.960,0.20000000
4.962,0.22500000
4.964,0.36000000
4.966,0.40000000
4.968,0.17500000
4.970,0.12500000
4.972,-0.06500000
4.974,-0.13500000
4.976,0.10000000
4.978,-0.02500000
4.980,0.13000000
4.982,0.18500000
4.984,0.31500000
4.986,0.53000000
4.988,0.26500000
4.990,0.11000000
4.992,-0.00500000
4.994,-0.03000000
4.996,-0.10500000
4.998,0.06500000
5.000,0.22000000
5.002,0.37500000
